,0
2261,"['sausage', 'ham', 'citrus fruit', 'other vegetables', 'butter', 'hard cheese', 'curd cheese', 'domestic eggs', 'rolls/buns', 'brown bread', 'margarine', 'soda', 'candy']"
2262,"['oil', 'fruit/vegetable juice']"
2263,"['hamburger meat', 'whole milk', 'whipped/sour cream']"
2264,"['onions', 'yogurt', 'frozen vegetables']"
2265,"['pork', 'cat food']"
2266,"['pip fruit', 'yogurt', 'sliced cheese', 'frozen vegetables', 'domestic eggs', 'pickled vegetables', 'specialty vegetables', 'female sanitary products', 'napkins']"
2267,"['pork', 'beef', 'root vegetables', 'curd', 'sliced cheese', 'soda', 'canned beer']"
2268,"['citrus fruit', 'pip fruit']"
2269,"['yogurt', 'pastry']"
2270,"['frankfurter', 'other vegetables', 'yogurt', 'beverages', 'hard cheese', 'rolls/buns', 'canned fish', 'soda', 'canned beer', 'brandy', 'shopping bags']"
2271,"['frankfurter', 'ham', 'pip fruit', 'domestic eggs']"
2272,['brown bread']
2273,"['root vegetables', 'herbs', 'other vegetables', 'yogurt', 'brandy', 'salty snack', 'waffles', 'skin care', 'shopping bags']"
2274,"['dish cleaner', 'napkins']"
2275,"['yogurt', 'organic products', 'shopping bags']"
2276,"['sausage', 'pip fruit', 'other vegetables', 'yogurt', 'mustard', 'fruit/vegetable juice', 'shopping bags']"
2277,"['sauces', 'specialty chocolate']"
2278,"['brown bread', 'pastry', 'pasta']"
2279,"['citrus fruit', 'tropical fruit', 'whole milk', 'butter milk', 'beverages', 'soda', 'shopping bags']"
2280,"['cream cheese ', 'ice cream', 'white bread', 'specialty chocolate']"
2281,"['beverages', 'soft cheese', 'rolls/buns', 'sugar', 'misc. beverages', 'candy']"
2282,"['curd', 'whipped/sour cream', 'pudding powder', 'candy', 'flower (seeds)', 'shopping bags']"
2283,"['ice cream', 'chocolate marshmallow']"
2284,"['hard cheese', 'soda']"
2285,"['detergent', 'decalcifier', 'hygiene articles']"
2286,"['bottled water', 'soda', 'bottled beer', 'dental care']"
2287,"['soda', 'specialty bar']"
2288,"['pip fruit', 'other vegetables', 'whipped/sour cream', 'oil']"
2289,"['whole milk', 'butter milk', 'yogurt']"
2290,['waffles']
2291,"['sausage', 'other vegetables', 'dessert', 'canned vegetables']"
2292,"['chicken', 'pip fruit', 'UHT-milk', 'bottled water', 'bottled beer', 'shopping bags']"
2293,"['beverages', 'rolls/buns']"
2294,"['ice cream', 'frozen dessert', 'salty snack']"
2295,"['butter', 'sliced cheese', 'misc. beverages', 'fruit/vegetable juice']"
2296,"['beverages', 'waffles']"
2297,"['frankfurter', 'tropical fruit', 'dessert', 'rolls/buns', 'brown bread', 'seasonal products', 'flower (seeds)']"
2298,['detergent']
2299,"['sausage', 'citrus fruit', 'pip fruit', 'whole milk', 'curd', 'domestic eggs', 'margarine', 'newspapers']"
2300,"['chicken', 'other vegetables', 'whole milk', 'cream cheese ', 'hygiene articles']"
2301,"['yogurt', 'bottled beer', 'liquor (appetizer)', 'chewing gum']"
2302,"['whole milk', 'yogurt', 'oil', 'bottled water', 'bottled beer', 'salty snack', 'specialty chocolate']"
2303,"['yogurt', 'bottled water']"
2304,['whipped/sour cream']
2305,"['whole milk', 'yogurt', 'hard cheese', 'rolls/buns', 'bottled water']"
2306,"['citrus fruit', 'whole milk', 'butter milk', 'yogurt', 'baking powder']"
2307,['whole milk']
2308,"['citrus fruit', 'flour', 'pasta', 'margarine', 'sugar', 'baking powder', 'soda']"
2309,"['pork', 'other vegetables', 'whole milk', 'canned fish', 'coffee', 'specialty bar', 'candy']"
2310,['beverages']
2311,"['UHT-milk', 'hygiene articles', 'cling film/bags', 'newspapers']"
2312,"['beef', 'whole milk', 'frozen vegetables', 'sweet spreads', 'candy', 'dish cleaner', 'dental care', 'photo/film']"
2313,['other vegetables']
2314,"['whole milk', 'yogurt', 'rolls/buns', 'bottled water']"
2315,"['frankfurter', 'citrus fruit', 'tropical fruit', 'other vegetables', 'whole milk', 'candles']"
2316,"['yogurt', 'rolls/buns', 'pastry', 'soda']"
2317,['canned beer']
2318,['canned beer']
2319,"['other vegetables', 'yogurt', 'whipped/sour cream', 'newspapers']"
2320,"['frankfurter', 'sausage', 'other vegetables', 'brown bread', 'flour', 'bottled water', 'candy']"
2321,['canned beer']
2322,"['pork', 'herbs', 'other vegetables', 'processed cheese', 'cake bar']"
2323,"['frankfurter', 'whole milk', 'yogurt', 'processed cheese', 'ice cream', 'frozen dessert', 'rolls/buns', 'white bread', 'brown bread', 'sugar', 'coffee', 'bottled water', 'soda', 'bottled beer', 'candy']"
2324,"['chocolate', 'specialty bar']"
2325,"['citrus fruit', 'tropical fruit', 'fruit/vegetable juice']"
2326,"['specialty fat', 'sugar', 'cat food']"
2327,"['spread cheese', 'rolls/buns', 'brown bread', 'soda']"
2328,"['whole milk', 'beverages', 'bottled water', 'cake bar', 'newspapers']"
2329,"['whole milk', 'pastry']"
2330,"['whole milk', 'pastry']"
2331,['hygiene articles']
2332,"['beef', 'citrus fruit', 'root vegetables', 'whole milk', 'rolls/buns', 'pastry', 'coffee', 'seasonal products']"
2333,"['meat', 'beef', 'root vegetables', 'butter', 'flour', 'fruit/vegetable juice', 'whisky', 'white wine', 'napkins']"
2334,"['beef', 'other vegetables', 'whole milk', 'rolls/buns']"
2335,"['pip fruit', 'whole milk', 'yogurt']"
2336,"['other vegetables', 'rolls/buns']"
2337,"['hamburger meat', 'yogurt', 'rolls/buns', 'artif. sweetener', 'sauces', 'dish cleaner', 'dishes']"
2338,"['rolls/buns', 'specialty chocolate']"
2339,['instant coffee']
2340,['canned beer']
2341,"['pork', 'rolls/buns', 'soda']"
2342,"['pork', 'beverages', 'flour', 'margarine', 'bottled beer']"
2343,"['tropical fruit', 'berries', 'root vegetables', 'whole milk', 'yogurt', 'cream cheese ', 'rolls/buns', 'bottled water', 'soda']"
2344,"['whole milk', 'cat food', 'bottled water', 'napkins']"
2345,"['frankfurter', 'meat', 'berries', 'root vegetables', 'butter', 'whipped/sour cream', 'frozen vegetables', 'domestic eggs', 'rolls/buns', 'oil', 'specialty fat', 'spices', 'baking powder', 'bottled beer', 'waffles', 'napkins']"
2346,"['beverages', 'processed cheese']"
2347,"['pip fruit', 'rolls/buns', 'sugar', 'sauces', 'newspapers']"
2348,"['pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'yogurt']"
2349,"['frankfurter', 'sausage', 'meat', 'pip fruit', 'yogurt', 'rolls/buns', 'bottled water', 'soda', 'newspapers']"
2350,"['sausage', 'pip fruit', 'bottled water']"
2351,['long life bakery product']
2352,['bottled water']
2353,"['beef', 'root vegetables', 'other vegetables', 'whipped/sour cream']"
2354,"['domestic eggs', 'dish cleaner', 'hygiene articles']"
2355,"['oil', 'margarine', 'bottled water', 'red/blush wine', 'waffles']"
2356,"['meat', 'tropical fruit', 'pip fruit', 'other vegetables', 'butter', 'pastry']"
2357,"['processed cheese', 'rolls/buns', 'soda']"
2358,"['sausage', 'pork', 'spread cheese', 'frozen vegetables', 'pastry']"
2359,"['citrus fruit', 'curd']"
2360,['frozen vegetables']
2361,"['sausage', 'rolls/buns', 'shopping bags']"
2362,"['pastry', 'candles']"
2363,"['pork', 'hamburger meat']"
2364,"['berries', 'other vegetables', 'whole milk', 'whipped/sour cream']"
2365,"['whole milk', 'yogurt', 'whipped/sour cream', 'sugar']"
2366,"['ham', 'rolls/buns']"
2367,"['packaged fruit/vegetables', 'processed cheese', 'frozen vegetables', 'bottled water', 'fruit/vegetable juice', 'snack products', 'candy']"
2368,['packaged fruit/vegetables']
2369,"['rolls/buns', 'canned beer']"
2370,"['whole milk', 'butter milk', 'domestic eggs']"
2371,['whole milk']
2372,"['sausage', 'pork', 'berries', 'other vegetables', 'whole milk', 'rolls/buns', 'brown bread', 'roll products ', 'margarine', 'sweet spreads', 'softener']"
2373,"['white bread', 'flour', 'oil', 'sugar', 'coffee', 'bottled water', 'salty snack']"
2374,"['rolls/buns', 'bottled water']"
2375,['bottled water']
2376,"['other vegetables', 'soda', 'bottled beer', 'shopping bags']"
2377,"['frankfurter', 'rolls/buns', 'napkins']"
2378,"['frankfurter', 'rolls/buns', 'salt', 'canned beer', 'newspapers']"
2379,"['frankfurter', 'butter', 'rolls/buns', 'semi-finished bread', 'misc. beverages', 'shopping bags']"
2380,"['rolls/buns', 'pastry', 'soda']"
2381,"['sausage', 'coffee', 'bottled water']"
2382,"['brown bread', 'bottled water', 'bottled beer']"
2383,"['UHT-milk', 'margarine', 'bottled water', 'soda']"
2384,"['pip fruit', 'yogurt']"
2385,"['whole milk', 'coffee']"
2386,['processed cheese']
2387,"['hamburger meat', 'root vegetables', 'other vegetables', 'whole milk', 'rolls/buns', 'zwieback', 'margarine', 'flower (seeds)']"
2388,"['beef', 'root vegetables', 'herbs', 'curd', 'rolls/buns', 'bottled beer']"
2389,"['whole milk', 'brown bread', 'bottled beer']"
2390,"['hamburger meat', 'citrus fruit', 'other vegetables', 'whole milk', 'curd', 'yogurt', 'misc. beverages']"
2391,"['pasta', 'fruit/vegetable juice']"
2392,"['tropical fruit', 'butter', 'brown bread']"
2393,"['whole milk', 'bottled water']"
2394,['sausage']
2395,"['rolls/buns', 'soda', 'specialty bar']"
2396,"['sliced cheese', 'rolls/buns', 'canned beer']"
2397,"['rolls/buns', 'fruit/vegetable juice', 'long life bakery product', 'newspapers']"
2398,['sausage']
2399,"['pastry', 'fruit/vegetable juice']"
2400,"['rolls/buns', 'soda']"
2401,"['pork', 'beef', 'whole milk', 'condensed milk', 'domestic eggs', 'fruit/vegetable juice', 'sparkling wine', 'salty snack', 'waffles']"
2402,"['other vegetables', 'UHT-milk', 'rolls/buns', 'pastry', 'bottled water', 'soda']"
2403,"['domestic eggs', 'soda']"
2404,"['ham', 'beef', 'citrus fruit', 'tropical fruit', 'cream cheese ', 'bottled water', 'newspapers']"
2405,"['soda', 'canned beer']"
2406,['specialty chocolate']
2407,['pork']
2408,['other vegetables']
2409,"['onions', 'whole milk', 'butter', 'frozen fish']"
2410,"['tropical fruit', 'rolls/buns', 'bottled water']"
2411,"['pip fruit', 'whole milk', 'curd', 'whipped/sour cream', 'salt']"
2412,"['sausage', 'hamburger meat', 'tropical fruit', 'cream cheese ', 'fruit/vegetable juice']"
2413,['rolls/buns']
2414,"['hamburger meat', 'root vegetables', 'other vegetables', 'roll products ']"
2415,"['citrus fruit', 'tropical fruit', 'pip fruit', 'pastry', 'coffee', 'chocolate']"
2416,"['whole milk', 'yogurt', 'frozen potato products', 'brown bread', 'napkins']"
2417,"['root vegetables', 'other vegetables']"
2418,['chewing gum']
2419,"['beef', 'root vegetables']"
2420,['rolls/buns']
2421,"['citrus fruit', 'shopping bags']"
2422,"['snack products', 'chocolate']"
2423,"['sausage', 'ham', 'chicken', 'turkey', 'cake bar']"
2424,['mustard']
2425,"['sausage', 'pork', 'soda']"
2426,"['frozen meals', 'frozen fish', 'chocolate']"
2427,"['sausage', 'citrus fruit', 'other vegetables', 'yogurt', 'hard cheese', 'pastry', 'canned vegetables', 'soda']"
2428,"['spread cheese', 'rolls/buns']"
2429,"['sausage', 'rolls/buns', 'soda']"
2430,"['herbs', 'whole milk']"
2431,"['tropical fruit', 'other vegetables']"
2432,"['frankfurter', 'meat', 'hamburger meat', 'citrus fruit', 'whole milk', 'cream cheese ', 'domestic eggs', 'pastry', 'dishes']"
2433,"['domestic eggs', 'margarine', 'bottled water']"
2434,"['sausage', 'other vegetables']"
2435,"['citrus fruit', 'tropical fruit', 'other vegetables', 'whole milk', 'yogurt', 'specialty cheese']"
2436,"['pip fruit', 'root vegetables', 'butter milk', 'frozen vegetables', 'rolls/buns', 'misc. beverages', 'fruit/vegetable juice', 'newspapers', 'pot plants']"
2437,"['onions', 'yogurt', 'flour', 'sugar', 'bottled water', 'fruit/vegetable juice', 'red/blush wine', 'hair spray']"
2438,"['frankfurter', 'domestic eggs', 'rolls/buns']"
2439,['shopping bags']
2440,['bottled beer']
2441,"['frankfurter', 'root vegetables', 'onions', 'condensed milk', 'mayonnaise', 'frozen vegetables', 'Instant food products']"
2442,"['whole milk', 'spread cheese']"
2443,"['soda', 'hygiene articles', 'napkins']"
2444,"['beef', 'herbs', 'other vegetables', 'whole milk', 'dessert', 'yogurt', 'whipped/sour cream', 'mayonnaise', 'domestic eggs', 'brown bread', 'sweet spreads', 'cat food', 'soda', 'fruit/vegetable juice']"
2445,"['bottled water', 'chocolate']"
2446,['sausage']
2447,['ice cream']
2448,"['tropical fruit', 'cat food', 'bottled water', 'soda', 'bottled beer', 'white wine', 'hygiene articles']"
2449,"['whole milk', 'frozen vegetables']"
2450,"['yogurt', 'pastry', 'canned beer', 'red/blush wine']"
2451,"['herbs', 'misc. beverages', 'shopping bags']"
2452,"['whole milk', 'tea', 'bottled beer', 'napkins', 'cling film/bags']"
2453,"['meat', 'curd', 'white bread']"
2454,"['frankfurter', 'pip fruit', 'other vegetables', 'whole milk', 'butter', 'yogurt', 'fruit/vegetable juice', 'shopping bags']"
2455,"['citrus fruit', 'whole milk', 'yogurt', 'softener', 'hygiene articles']"
2456,"['canned beer', 'candy']"
2457,"['chicken', 'soda', 'canned beer', 'liquor (appetizer)', 'newspapers']"
2458,"['yogurt', 'waffles']"
2459,"['beef', 'yogurt', 'spread cheese', 'margarine', 'salty snack']"
2460,"['whipped/sour cream', 'candy']"
2461,"['pip fruit', 'root vegetables', 'whole milk', 'whipped/sour cream', 'processed cheese', 'white bread', 'flour', 'fruit/vegetable juice', 'napkins']"
2462,"['frankfurter', 'whole milk', 'rolls/buns', 'pastry', 'soda', 'specialty chocolate']"
2463,['soda']
2464,"['pip fruit', 'yogurt', 'bottled water', 'canned beer', 'chewing gum', 'napkins']"
2465,"['citrus fruit', 'tropical fruit', 'whipped/sour cream', 'rolls/buns', 'candy', 'newspapers']"
2466,['whole milk']
2467,"['root vegetables', 'onions', 'other vegetables', 'whole milk', 'whipped/sour cream', 'specialty cheese', 'frozen meals', 'rolls/buns', 'white bread', 'pastry', 'canned vegetables', 'sweet spreads']"
2468,"['sausage', 'whipped/sour cream', 'white bread', 'baking powder']"
2469,"['liver loaf', 'ham', 'pip fruit', 'root vegetables', 'other vegetables', 'whole milk', 'curd', 'dessert', 'butter milk', 'yogurt', 'mayonnaise', 'white bread', 'pastry', 'rice', 'sugar', 'pet care', 'coffee', 'soda', 'fruit/vegetable juice', 'salty snack', 'long life bakery product', 'napkins']"
2470,['soda']
2471,"['root vegetables', 'liquor', 'shopping bags']"
2472,"['other vegetables', 'cream cheese ', 'white bread', 'jam', 'coffee', 'bottled water', 'soda', 'fruit/vegetable juice', 'canned beer', 'red/blush wine', 'cling film/bags']"
2473,"['tropical fruit', 'whole milk', 'spread cheese', 'cat food', 'coffee', 'bottled water', 'soda', 'misc. beverages', 'fruit/vegetable juice', 'shopping bags']"
2474,"['butter', 'oil', 'cling film/bags']"
2475,"['sausage', 'pip fruit', 'hard cheese', 'rolls/buns', 'soda']"
2476,['butter']
2477,"['whole milk', 'brown bread', 'chocolate', 'house keeping products', 'newspapers']"
2478,"['other vegetables', 'whole milk', 'whipped/sour cream', 'specialty cheese', 'white bread', 'cat food', 'bottled water']"
2479,"['whole milk', 'yogurt', 'pastry', 'soda', 'misc. beverages', 'shopping bags']"
2480,['white bread']
2481,['pork']
2482,"['whipped/sour cream', 'sliced cheese', 'frozen dessert', 'hygiene articles', 'napkins']"
2483,"['yogurt', 'frozen fish', 'ice cream']"
2484,"['butter milk', 'tea', 'fruit/vegetable juice', 'bottled beer', 'red/blush wine', 'shopping bags']"
2485,"['yogurt', 'whipped/sour cream', 'hard cheese', 'ketchup']"
2486,"['other vegetables', 'whole milk', 'coffee']"
2487,['pastry']
2488,"['yogurt', 'rolls/buns', 'misc. beverages']"
2489,"['citrus fruit', 'whole milk', 'butter', 'yogurt', 'zwieback', 'jam', 'dishes']"
2490,"['condensed milk', 'coffee']"
2491,"['root vegetables', 'pastry']"
2492,"['other vegetables', 'oil']"
2493,"['citrus fruit', 'rolls/buns', 'snack products']"
2494,"['frankfurter', 'photo/film']"
2495,['sausage']
2496,['other vegetables']
2497,['herbs']
2498,"['ham', 'pip fruit', 'other vegetables', 'cream cheese ', 'pastry', 'bottled beer']"
2499,"['root vegetables', 'yogurt', 'beverages', 'flour']"
2500,['soda']
2501,"['sausage', 'beef', 'hamburger meat', 'yogurt', 'soft cheese', 'cream cheese ', 'domestic eggs', 'rolls/buns', 'pastry', 'instant coffee']"
2502,"['frankfurter', 'pip fruit', 'frozen vegetables', 'fruit/vegetable juice', 'nut snack']"
2503,['bottled water']
2504,"['meat', 'citrus fruit', 'whole milk', 'spread cheese']"
2505,"['ham', 'root vegetables', 'butter', 'bottled water', 'white wine']"
2506,"['sugar', 'canned beer']"
2507,"['chicken', 'citrus fruit', 'tropical fruit', 'root vegetables', 'other vegetables', 'whole milk']"
2508,"['UHT-milk', 'domestic eggs', 'sugar', 'fruit/vegetable juice', 'newspapers']"
2509,"['beef', 'yogurt', 'rolls/buns', 'cat food', 'napkins', 'dishes', 'newspapers']"
2510,"['ham', 'domestic eggs', 'brown bread', 'bottled water', 'chocolate marshmallow', 'seasonal products', 'napkins', 'newspapers']"
2511,"['rolls/buns', 'zwieback', 'chocolate marshmallow', 'dishes']"
2512,"['citrus fruit', 'yogurt', 'pastry', 'salt', 'margarine', 'specialty fat', 'cat food', 'specialty bar', 'dish cleaner']"
2513,"['citrus fruit', 'tropical fruit', 'whole milk', 'yogurt', 'rolls/buns', 'pastry', 'semi-finished bread', 'bottled beer', 'napkins']"
2514,"['cat food', 'coffee']"
2515,"['hard cheese', 'honey', 'candy']"
2516,"['frankfurter', 'other vegetables', 'whole milk', 'yogurt', 'cream cheese ', 'rolls/buns', 'pastry', 'coffee']"
2517,['bottled beer']
2518,"['yogurt', 'spread cheese', 'rolls/buns', 'soda', 'canned beer', 'shopping bags']"
2519,"['frankfurter', 'sausage', 'chicken', 'other vegetables', 'frozen meals', 'salt', 'sugar', 'soups', 'coffee', 'chewing gum', 'male cosmetics', 'hygiene articles', 'napkins', 'light bulbs']"
2520,"['rolls/buns', 'soda', 'newspapers']"
2521,"['whole milk', 'beverages', 'bottled water', 'soda', 'cake bar', 'newspapers']"
2522,"['meat', 'beef', 'onions', 'white wine', 'dishes']"
2523,"['curd', 'napkins']"
2524,"['beverages', 'white bread', 'pastry', 'newspapers', 'shopping bags']"
2525,"['frankfurter', 'whole milk', 'UHT-milk', 'hard cheese', 'mayonnaise', 'rolls/buns', 'brown bread', 'margarine', 'newspapers']"
2526,"['sausage', 'pork', 'beef', 'root vegetables', 'butter', 'yogurt', 'spread cheese', 'rolls/buns', 'brown bread', 'pastry', 'oil', 'canned fish']"
2527,"['sausage', 'pip fruit', 'whole milk', 'rolls/buns', 'soda', 'chewing gum', 'shopping bags']"
